date,temperature_2m_max,temperature_2m_min,temp_diff_2m,apparent_temperature_max,apparent_temperature_min,apparent_temp_diff,daylight_duration,sunshine_duration,precipitation_sum,precipitation_hours,rain_sum,snowfall_sum,shortwave_radiation_sum,wind_speed_10m,wind_direction_10m,wind_gusts_10m_max,total_grid_load,residual_load,pumped_storage_x,biomass_energy,hydropower,offshore_wind,onshore_wind,solar_pv,other_renewables,nuclear_energy,lignite,hard_coal,natural_gas,pumped_storage_y,other_conventional,weekend,total_energy_production,total_renewable_production,total_energy_consumption
2021-10-01,17.21,8.98,8.23,13.92,4.99,8.93,11.61,8.65,1.91,2.62,1.79,0.0,10.48,6.47,183.87,11.15,1426.74,672.7,37.37,106.6,31.27,139.52,428.04,186.48,4.04,140.9,253.07,114.93,96.59,26.13,34.33,0.0,1561.88,895.94,2136.81
2021-10-02,18.53,11.19,7.34,16.34,8.29,8.04,11.55,9.11,1.38,2.08,1.13,0.0,9.84,7.57,175.7,15.6,1213.1,666.28,30.02,106.78,27.94,78.45,324.45,143.92,4.03,146.06,253.11,73.07,76.74,19.51,34.41,1.0,1288.45,685.57,1909.4
2021-10-03,19.76,12.5,7.25,17.0,9.05,7.95,11.48,3.25,3.23,5.15,3.02,0.0,4.43,8.67,183.95,17.6,1193.44,382.34,51.14,104.93,27.04,105.0,616.46,89.64,3.6,129.77,139.35,32.42,77.47,10.13,33.67,1.0,1369.48,946.67,1626.91
2021-10-04,16.15,11.33,4.82,13.96,9.32,4.64,11.41,5.51,1.49,4.46,1.25,0.0,5.48,4.8,219.58,10.22,1395.3,989.89,19.35,106.05,28.98,127.78,212.61,65.03,4.11,148.5,291.85,171.53,125.9,32.22,34.13,0.0,1348.68,544.55,2404.55
2021-10-05,15.65,10.82,4.83,13.42,8.42,5.01,11.35,4.85,5.23,6.92,4.84,0.0,5.29,5.34,176.07,12.36,1444.98,1024.13,30.05,106.75,32.82,128.23,230.48,62.15,4.21,157.98,304.25,175.22,103.06,23.9,34.11,0.0,1363.15,564.64,2499.16
2021-10-06,13.97,9.48,4.49,11.31,6.49,4.83,11.28,7.26,1.94,8.15,0.72,0.0,6.74,6.09,210.41,11.19,1442.77,989.65,38.54,106.66,36.29,48.74,307.57,96.82,4.23,157.1,295.41,172.87,116.12,15.44,34.72,0.0,1391.96,600.29,2470.96
2021-10-07,14.76,8.99,5.77,13.37,7.09,6.28,11.22,8.68,0.33,1.69,0.22,0.0,9.19,1.42,90.1,4.78,1414.45,1259.31,20.28,107.9,36.01,6.57,28.77,119.81,4.38,158.35,310.66,273.2,197.59,21.1,38.36,0.0,1302.7,303.43,2694.04
2021-10-08,16.1,8.53,7.57,13.64,6.07,7.57,11.15,9.19,0.03,0.31,0.01,0.0,10.49,4.08,81.2,7.85,1385.06,1106.21,18.96,107.66,32.65,8.79,143.58,126.48,4.39,158.24,309.53,255.45,164.32,21.23,38.0,0.0,1370.31,423.55,2510.24
2021-10-09,15.2,6.68,8.52,11.49,3.43,8.05,11.08,9.89,0.0,0.0,0.0,0.0,12.4,4.55,103.47,8.62,1200.8,765.79,35.32,107.28,30.5,28.56,219.63,186.82,4.33,156.21,295.17,128.63,87.45,16.15,36.03,1.0,1296.77,577.13,2001.91
2021-10-10,13.91,5.37,8.54,10.88,2.05,8.84,11.02,9.78,0.02,0.23,0.0,0.0,11.28,2.14,174.16,6.47,1147.11,830.35,35.69,106.43,27.95,30.02,107.07,179.67,4.3,156.52,325.5,119.11,84.68,19.31,35.74,1.0,1196.3,455.43,2013.15
2021-10-11,13.61,6.62,6.99,9.96,2.98,6.98,10.95,8.66,1.03,7.08,0.12,0.0,8.99,5.63,285.3,9.38,1446.71,981.81,22.27,105.84,29.92,121.7,229.89,113.32,4.33,154.67,338.8,204.58,122.65,20.46,35.9,0.0,1482.05,604.99,2450.8
2021-10-12,11.48,6.72,4.76,7.66,3.5,4.16,10.89,6.43,4.87,11.69,2.42,0.0,6.12,6.05,298.32,11.47,1501.97,1041.2,20.19,106.62,30.57,117.32,274.21,69.23,4.22,157.31,335.43,239.17,144.94,16.65,40.37,0.0,1536.03,602.17,2563.36
2021-10-13,12.01,5.43,6.58,8.5,2.23,6.27,10.83,8.17,0.99,5.15,0.45,0.0,8.16,4.92,297.11,8.39,1484.24,1144.66,17.62,106.86,32.23,78.19,149.3,112.09,4.27,159.18,337.32,288.91,171.74,13.89,37.45,0.0,1491.46,482.95,2646.52
2021-10-14,12.6,7.8,4.8,9.74,4.55,5.19,10.76,4.39,1.65,7.69,1.05,0.0,3.98,6.15,256.19,10.96,1512.44,1013.96,12.68,108.65,31.56,118.05,320.18,60.24,4.3,180.31,323.88,244.76,139.91,14.72,35.91,0.0,1582.47,642.99,2539.08
2021-10-15,13.78,7.22,6.56,9.75,3.7,6.04,10.7,6.82,3.22,5.46,2.6,0.0,6.43,6.89,267.0,12.14,1498.04,827.49,21.13,108.83,31.26,132.09,432.05,106.41,4.17,185.19,301.29,141.02,115.18,21.52,35.58,0.0,1614.6,814.81,2346.66
2021-10-16,12.59,6.45,6.13,9.59,3.29,6.3,10.63,7.0,0.25,2.38,0.05,0.0,7.27,3.1,264.38,6.57,1272.4,953.05,27.74,108.85,32.03,82.87,124.63,111.84,4.36,188.22,335.36,183.96,105.92,19.58,36.17,1.0,1333.82,464.59,2253.19
2021-10-17,12.83,6.9,5.92,10.17,3.54,6.63,10.57,5.89,1.03,2.92,0.38,0.0,5.82,3.56,241.54,6.86,1187.09,898.23,40.61,108.45,27.46,69.22,136.11,83.53,4.06,190.01,347.32,166.89,89.51,17.75,35.45,1.0,1275.76,428.83,2125.92
2021-10-18,14.03,7.78,6.25,11.63,4.89,6.74,10.51,7.14,0.99,2.92,0.98,0.0,6.6,3.21,187.78,7.04,1434.39,1097.98,25.73,108.82,28.33,72.37,163.86,100.19,4.27,190.5,346.96,221.91,135.73,27.63,36.09,0.0,1436.66,477.83,2558.09
2021-10-19,15.35,9.33,6.03,13.07,6.38,6.69,10.44,2.84,1.52,4.38,1.35,0.0,2.6,6.31,201.79,13.68,1507.66,942.84,25.31,108.45,29.01,119.74,397.88,47.19,4.07,187.84,322.38,182.71,125.55,23.06,34.68,0.0,1582.55,706.34,2475.8
2021-10-20,18.55,12.43,6.12,14.66,8.89,5.78,10.38,6.89,2.88,3.69,1.98,0.0,5.81,8.97,220.71,17.43,1540.34,553.7,36.63,107.4,27.35,126.86,775.72,84.05,3.8,183.05,194.54,53.17,90.41,24.78,34.46,0.0,1705.6,1125.19,2130.67
2021-10-21,15.16,8.09,7.08,11.77,2.0,9.77,10.32,5.61,9.02,13.69,5.92,0.0,5.17,13.36,253.31,24.08,1553.09,545.91,41.21,106.07,27.33,115.45,812.26,79.48,3.84,167.08,196.68,49.58,94.12,30.86,31.81,0.0,1714.55,1144.43,2140.21
2021-10-22,10.67,5.9,4.77,4.74,0.35,4.39,10.25,5.9,4.95,9.08,3.28,0.0,5.7,10.41,270.53,18.25,1526.76,565.76,44.68,107.17,28.34,117.77,744.29,98.94,3.99,166.6,208.75,68.92,95.57,22.69,32.07,0.0,1695.09,1100.49,2137.19
2021-10-23,11.55,5.66,5.89,7.86,1.45,6.41,10.19,7.94,0.32,2.85,0.04,0.0,7.21,5.7,279.12,11.63,1285.86,802.48,29.0,109.58,27.82,87.49,288.48,107.4,4.32,183.02,285.62,121.98,119.24,31.29,33.59,1.0,1399.83,625.1,2117.34
2021-10-24,12.65,4.43,8.22,8.76,0.66,8.1,10.12,8.82,0.07,0.69,0.01,0.0,9.14,4.44,169.34,9.0,1189.66,665.15,51.26,109.16,25.42,109.34,256.22,158.94,3.93,185.08,294.85,64.7,64.74,15.77,26.2,1.0,1314.35,663.02,1906.07
2021-10-25,12.86,5.17,7.68,9.75,1.51,8.23,10.06,8.09,0.31,1.0,0.13,0.0,6.8,4.6,200.17,7.95,1473.55,1019.98,23.26,110.25,27.86,98.35,248.99,106.22,4.32,188.73,308.77,190.14,167.03,32.09,34.21,0.0,1516.95,595.98,2516.79
2021-10-26,13.81,8.3,5.52,10.61,5.45,5.16,10.0,7.57,0.8,4.23,0.23,0.0,5.98,5.98,234.51,10.52,1517.34,1039.67,30.34,110.07,29.65,98.69,311.0,67.98,4.38,190.19,311.77,199.6,153.67,32.48,34.21,0.0,1543.68,621.76,2587.34
2021-10-27,14.93,9.06,5.87,12.04,5.84,6.2,9.94,6.42,0.2,1.62,0.19,0.0,6.08,5.47,226.38,10.61,1532.7,957.89,32.96,110.02,30.9,124.44,378.54,71.83,4.28,184.94,301.03,175.91,125.85,34.34,35.66,0.0,1577.75,720.01,2523.55
2021-10-28,15.32,7.6,7.72,12.25,4.39,7.85,9.87,8.6,0.0,0.0,0.0,0.0,8.45,4.74,181.6,9.25,1507.37,1022.82,41.62,110.13,28.08,118.91,256.45,109.19,4.38,189.46,323.32,209.16,116.24,26.53,36.92,0.0,1528.77,627.14,2571.81
2021-10-29,15.06,6.72,8.34,11.5,2.99,8.5,9.81,8.5,0.08,0.31,0.0,0.0,7.87,5.23,169.33,9.87,1482.43,884.53,39.51,110.68,24.34,113.9,381.83,102.17,4.23,184.98,290.45,165.42,97.64,29.2,33.18,0.0,1538.03,737.15,2406.48
2021-10-30,13.3,7.5,5.8,10.33,3.68,6.64,9.75,5.19,1.12,2.77,0.94,0.0,4.36,6.24,167.74,13.02,1280.48,708.83,33.02,111.56,24.13,101.62,400.71,69.32,3.86,187.93,264.04,83.12,79.59,22.35,31.91,1.0,1380.15,711.2,2022.33
2021-10-31,16.23,9.76,6.47,13.36,6.65,6.71,9.69,7.74,2.13,1.62,1.84,0.0,5.97,7.3,173.42,14.14,1222.98,587.71,39.97,114.39,22.79,97.23,433.13,104.9,3.86,186.9,205.22,56.39,62.93,10.02,28.4,1.0,1326.18,776.31,1850.66
2021-11-01,13.48,8.41,5.07,10.11,4.89,5.23,9.63,4.81,3.45,6.54,2.98,0.0,3.25,7.17,204.89,14.12,1300.46,748.19,35.7,110.62,23.21,125.95,387.11,39.21,3.87,183.26,222.19,81.48,93.72,22.4,34.68,0.0,1327.71,689.97,2084.35
2021-11-02,11.14,6.44,4.7,7.9,3.62,4.28,9.57,5.83,3.82,8.38,2.7,0.0,4.37,4.75,216.11,8.88,1446.52,1227.73,27.8,112.02,29.76,36.31,118.68,63.8,4.13,192.24,277.71,260.19,209.29,32.71,35.66,0.0,1372.49,364.69,2702.05
2021-11-03,10.2,5.85,4.35,7.87,2.85,5.02,9.51,6.17,3.09,6.85,2.15,0.0,4.19,2.88,175.29,7.5,1477.59,1341.08,29.9,111.87,32.76,8.43,79.52,48.57,4.63,192.21,291.89,297.74,251.85,34.59,37.14,0.0,1391.18,285.77,2848.56
2021-11-04,8.56,6.04,2.53,5.99,1.42,4.57,9.45,2.72,11.36,14.54,9.95,0.0,1.88,3.57,324.14,12.18,1553.31,1177.92,36.71,111.72,30.6,37.04,316.93,21.41,4.7,187.54,294.86,265.38,206.97,21.97,35.81,0.0,1534.93,522.41,2767.95
2021-11-05,9.78,5.99,3.79,6.1,1.76,4.34,9.4,4.44,2.09,6.85,1.56,0.0,2.85,6.38,279.52,11.79,1537.7,1075.99,26.76,112.04,29.73,108.52,312.73,40.45,4.75,191.26,308.09,226.46,176.0,29.69,36.34,0.0,1576.06,608.23,2640.46
2021-11-06,10.3,5.82,4.48,6.31,1.67,4.64,9.34,6.52,0.5,2.31,0.3,0.0,5.08,6.2,239.07,11.58,1334.09,656.57,26.47,110.67,27.11,130.48,481.72,65.33,4.07,181.52,243.22,112.77,99.22,17.76,33.41,1.0,1507.28,819.38,2017.13
2021-11-07,10.17,6.12,4.05,5.2,0.83,4.37,9.28,6.0,3.72,11.92,1.63,0.0,4.49,8.54,254.88,15.72,1278.66,421.78,59.95,108.54,25.67,131.35,677.89,47.64,3.85,170.59,164.02,87.94,84.21,9.14,33.5,1.0,1544.34,994.94,1760.39
2021-11-08,9.83,5.75,4.08,6.71,2.03,4.68,9.23,5.01,0.79,4.38,0.45,0.0,3.92,4.21,289.64,10.71,1498.25,1135.82,14.27,111.35,27.45,68.69,234.5,59.25,4.71,184.56,311.35,223.14,217.42,30.7,36.18,0.0,1509.28,505.93,2648.34
2021-11-09,10.69,5.0,5.7,6.8,1.53,5.27,9.17,7.02,0.02,0.23,0.02,0.0,5.63,3.7,179.71,9.27,1548.42,1125.91,36.41,112.16,28.05,123.23,193.39,105.88,4.73,186.28,335.94,256.49,225.44,19.97,36.89,0.0,1628.44,567.44,2710.73
2021-11-10,9.95,4.47,5.48,7.27,1.12,6.16,9.11,7.03,0.05,0.54,0.05,0.0,4.73,2.77,212.63,6.2,1563.07,1315.76,30.03,112.52,31.63,64.54,109.99,72.78,5.09,192.5,343.73,266.07,246.8,33.54,37.73,0.0,1516.91,396.55,2908.86
2021-11-11,10.23,5.22,5.01,7.82,2.35,5.47,9.06,5.64,0.12,1.08,0.12,0.0,4.67,2.61,251.02,5.32,1498.97,1352.12,22.92,112.29,31.74,25.6,53.98,67.28,5.21,192.99,339.32,280.09,279.49,25.94,39.31,0.0,1453.24,296.09,2874.0
2021-11-12,9.97,4.17,5.8,7.15,0.17,6.97,9.0,7.33,0.14,0.62,0.12,0.0,5.56,4.36,171.63,7.7,1481.29,1191.6,25.6,112.73,27.25,98.54,152.98,38.16,5.15,190.74,330.67,274.5,243.56,24.33,39.22,0.0,1537.85,434.82,2698.49
2021-11-13,8.71,4.87,3.84,6.46,0.69,5.76,8.95,3.25,2.15,5.46,1.76,0.0,1.95,4.83,171.93,9.86,1318.18,1115.55,26.57,111.94,25.73,36.5,142.08,24.05,5.13,189.51,327.1,238.74,187.06,26.42,38.58,1.0,1352.83,345.43,2460.3
2021-11-14,10.01,5.63,4.38,6.97,2.5,4.47,8.9,5.71,0.55,3.08,0.51,0.0,4.03,4.62,73.61,8.08,1174.13,998.61,25.91,110.17,26.44,48.02,101.95,25.55,5.22,191.62,329.61,235.11,161.64,12.95,37.65,1.0,1285.93,317.35,2198.65
2021-11-15,7.94,3.58,4.37,4.47,0.4,4.07,8.84,5.0,0.2,2.0,0.2,0.0,3.3,4.0,93.88,7.5,1460.06,1293.42,36.19,110.46,34.76,17.57,134.28,14.79,5.2,192.02,330.95,272.29,264.34,36.39,39.93,0.0,1452.97,317.06,2789.66
2021-11-16,6.96,3.46,3.49,4.36,0.49,3.88,8.79,4.12,0.15,1.46,0.15,0.0,2.69,2.19,153.98,4.58,1485.36,1437.74,33.7,109.68,33.86,10.35,25.16,12.11,5.22,192.52,335.0,290.73,289.43,35.12,39.36,0.0,1378.53,196.38,2956.8
2021-11-17,7.86,4.87,2.99,4.14,1.04,3.11,8.74,2.9,0.72,4.62,0.32,0.0,1.91,5.56,249.46,10.3,1519.89,1115.81,35.17,110.21,30.78,127.84,261.12,15.13,5.15,191.72,338.89,274.58,205.86,27.15,37.09,0.0,1625.51,550.23,2670.88
2021-11-18,10.03,5.49,4.54,5.93,1.41,4.52,8.69,5.4,0.52,2.69,0.32,0.0,3.25,6.83,253.89,12.66,1544.6,815.51,42.07,110.06,28.42,129.21,564.3,35.59,4.85,185.08,313.17,195.15,127.98,22.72,38.66,0.0,1755.19,872.42,2402.17
2021-11-19,10.94,7.54,3.4,7.06,3.33,3.74,8.64,3.59,0.1,1.0,0.08,0.0,2.4,7.01,267.5,12.32,1506.14,781.85,35.93,111.4,26.88,129.5,569.4,25.4,4.74,177.24,304.21,166.8,129.37,32.24,36.0,0.0,1713.16,867.31,2323.91
2021-11-20,10.6,6.78,3.82,7.32,2.86,4.46,8.59,3.81,0.29,2.62,0.23,0.0,2.42,5.89,257.88,10.3,1343.92,809.85,44.12,110.89,25.25,136.76,377.57,19.75,4.45,182.79,327.04,141.05,109.43,20.98,36.77,1.0,1492.72,674.67,2197.89
2021-11-21,8.65,4.49,4.15,4.97,0.54,4.43,8.55,5.0,1.28,5.54,0.7,0.0,3.37,4.92,292.88,10.0,1272.34,899.37,39.13,111.48,22.82,130.66,214.34,27.97,4.82,186.31,309.22,198.85,135.97,20.52,38.09,1.0,1401.04,512.08,2210.84
2021-11-22,6.62,2.37,4.25,2.63,-1.36,3.98,8.5,4.82,0.35,2.31,0.21,0.0,3.07,4.76,345.4,9.25,1541.02,1206.2,34.71,111.94,25.34,72.05,219.47,43.31,5.17,191.88,296.37,258.46,244.74,25.28,38.88,0.0,1532.9,477.28,2781.94
2021-11-23,7.28,2.95,4.32,3.67,-1.13,4.8,8.46,3.94,0.36,2.85,0.02,0.0,2.84,3.48,300.11,8.93,1561.9,1199.93,34.67,111.74,29.07,91.23,212.54,58.19,5.14,187.79,293.72,260.7,266.84,32.47,41.52,0.0,1590.96,507.92,2796.49
2021-11-24,7.26,2.69,4.57,3.82,-0.98,4.8,8.42,6.17,0.19,1.77,0.08,0.0,3.88,2.24,236.68,6.88,1546.37,1305.32,34.65,111.59,30.74,87.04,121.85,32.17,5.18,190.86,314.26,321.25,304.45,34.62,42.54,0.0,1596.53,388.56,2886.35
2021-11-25,5.73,1.44,4.28,1.89,-2.65,4.54,8.38,4.94,0.79,3.46,0.32,0.0,3.12,3.93,260.46,8.58,1600.41,1283.07,34.4,112.38,28.86,119.71,180.89,16.74,5.19,183.57,335.33,290.35,281.1,34.86,42.99,0.0,1631.98,463.78,2917.89
2021-11-26,4.62,1.18,3.44,0.38,-3.6,3.98,8.33,4.01,2.52,6.31,1.59,0.14,2.0,7.11,215.15,12.66,1576.96,1131.83,39.94,112.66,24.93,109.42,315.86,19.85,5.07,185.25,353.4,265.81,216.43,24.34,42.28,0.0,1675.29,587.78,2748.73
2021-11-27,4.61,1.02,3.59,0.76,-3.27,4.03,8.3,3.91,2.55,7.69,1.47,0.3,2.01,4.4,161.77,10.27,1372.3,1079.84,26.7,112.75,22.94,75.9,193.62,22.94,4.31,183.43,354.39,251.93,213.92,22.51,37.72,1.0,1496.37,432.46,2478.84
2021-11-28,3.91,0.95,2.96,0.34,-3.13,3.47,8.26,3.91,3.25,9.46,1.23,0.68,1.86,2.44,272.08,7.6,1288.24,1111.1,34.79,112.16,24.06,84.26,69.42,23.46,4.39,182.2,352.97,256.17,181.57,21.95,38.24,1.0,1350.84,317.76,2434.12
2021-11-29,3.83,0.6,3.23,-0.29,-4.13,3.83,8.22,4.81,2.31,8.08,0.67,0.65,2.39,5.16,308.96,11.49,1582.71,1315.48,31.79,108.85,28.24,56.36,191.48,19.38,4.34,188.12,340.75,301.88,248.37,42.27,40.44,0.0,1570.47,408.65,2929.98
2021-11-30,6.27,1.33,4.94,0.09,-5.43,5.52,8.18,1.41,5.85,15.85,3.63,1.09,0.89,10.79,267.48,19.95,1681.89,792.48,41.8,109.42,26.17,112.21,769.09,8.11,4.19,174.1,282.14,160.4,145.04,32.02,37.96,0.0,1860.85,1029.18,2516.17
2021-12-01,8.78,3.41,5.37,3.18,-3.6,6.78,8.15,1.14,7.87,14.08,6.71,0.29,0.81,11.43,237.05,21.22,1661.11,664.82,43.52,110.1,25.98,117.48,859.55,19.26,3.99,175.37,233.01,144.84,126.61,14.65,35.21,0.0,1866.03,1136.35,2369.45
2021-12-02,5.66,0.45,5.2,0.19,-4.66,4.85,8.12,3.68,5.44,11.69,2.73,0.7,2.13,8.93,291.82,16.02,1662.74,1132.51,23.64,110.92,30.56,87.16,411.18,31.89,4.48,182.0,284.73,243.38,219.27,40.02,40.03,0.0,1685.61,676.19,2818.9
2021-12-03,3.8,-0.01,3.82,-1.68,-5.31,3.63,8.08,5.59,1.98,5.69,0.65,0.35,2.94,7.96,237.36,14.42,1667.03,870.79,46.98,110.83,28.81,132.45,628.6,35.19,4.49,183.02,290.14,156.33,158.5,21.11,36.36,0.0,1785.83,940.37,2584.8
2021-12-04,5.33,1.78,3.55,1.73,-3.1,4.83,8.05,1.55,6.52,10.92,4.83,0.89,0.86,6.79,196.88,14.22,1403.7,1100.48,24.51,112.17,28.18,49.9,241.33,11.98,4.48,185.46,295.79,197.95,192.09,30.4,36.73,1.0,1386.47,448.05,2528.69
2021-12-05,4.36,1.43,2.93,0.74,-3.19,3.93,8.02,3.21,3.09,7.38,1.51,0.68,1.64,1.94,154.98,12.38,1316.98,977.63,41.43,112.51,30.66,132.23,179.61,27.51,4.92,184.45,318.14,168.79,180.11,19.52,38.08,1.0,1396.53,487.44,2336.03
2021-12-06,3.57,0.25,3.31,-0.52,-4.08,3.56,7.99,5.38,0.61,3.46,0.18,0.2,2.74,3.73,131.93,9.78,1587.35,1279.52,31.39,112.19,31.25,130.37,154.27,23.19,5.3,184.83,352.36,243.13,260.6,31.01,40.61,0.0,1569.11,456.58,2898.26
2021-12-07,3.92,0.17,3.75,-0.28,-5.32,5.04,7.97,4.58,1.59,4.54,0.7,0.5,2.29,6.61,177.52,13.75,1641.6,1122.0,34.26,112.8,30.08,115.2,376.82,27.59,5.16,182.55,347.82,243.56,239.88,27.53,39.44,0.0,1748.41,667.64,2797.86
2021-12-08,3.73,0.64,3.09,-0.74,-5.19,4.44,7.94,4.37,3.63,5.92,1.91,1.15,1.73,7.7,153.26,14.88,1656.86,1073.88,33.02,112.3,28.74,141.83,427.37,13.78,4.98,178.92,335.47,209.77,207.19,22.46,38.55,0.0,1721.35,729.0,2763.76
2021-12-09,3.36,0.6,2.76,-0.6,-3.7,3.1,7.92,4.34,1.73,4.54,0.33,0.96,2.09,4.0,181.92,9.39,1603.69,1368.53,30.18,112.89,34.33,86.96,136.63,11.57,5.19,187.48,375.72,280.5,284.01,35.53,41.2,0.0,1591.99,387.56,3002.4
2021-12-10,3.16,-0.38,3.55,-0.82,-4.32,3.5,7.9,4.8,2.18,6.85,0.67,0.94,2.24,4.8,156.63,9.36,1572.2,1368.24,28.47,113.42,31.5,52.77,130.38,20.81,5.17,184.36,352.95,263.88,269.13,32.07,40.04,0.0,1496.48,354.05,2968.9
2021-12-11,3.63,0.14,3.49,-0.32,-3.78,3.46,7.88,4.29,1.96,6.38,0.71,0.49,2.15,5.36,245.9,10.15,1381.2,1182.67,24.68,112.71,28.21,46.77,134.01,17.76,5.23,188.45,313.48,240.2,234.84,17.4,37.94,1.0,1376.99,344.68,2588.56
2021-12-12,5.29,0.92,4.37,2.18,-3.48,5.66,7.86,2.28,2.78,8.0,2.65,0.08,1.26,5.73,217.52,11.64,1320.86,851.39,49.3,111.55,26.59,86.14,367.25,16.08,4.95,185.25,302.32,168.25,135.19,17.76,36.53,1.0,1457.87,612.56,2221.55
2021-12-13,7.68,4.51,3.17,5.21,1.27,3.94,7.85,3.05,0.71,3.85,0.71,0.0,1.65,3.8,231.11,8.28,1538.6,1224.97,28.4,111.86,30.28,106.51,192.01,15.11,5.18,184.37,314.4,253.02,238.4,35.74,40.65,0.0,1527.52,460.94,2791.97
2021-12-14,7.48,4.65,2.82,4.8,1.3,3.5,7.83,3.69,0.23,1.31,0.22,0.0,1.68,4.42,240.72,8.38,1570.86,1308.42,37.05,111.49,37.65,64.26,183.92,14.25,5.16,187.07,326.3,264.47,251.47,38.19,39.09,0.0,1523.32,416.73,2916.32
2021-12-15,8.23,5.31,2.93,4.96,2.15,2.81,7.82,3.62,0.03,0.31,0.03,0.0,1.94,4.08,243.87,8.47,1581.54,1167.31,36.91,111.44,33.45,125.42,275.79,13.02,5.19,184.93,304.41,231.7,247.88,25.5,35.99,0.0,1594.73,564.31,2785.76
2021-12-16,7.85,4.85,2.99,5.19,1.57,3.61,7.81,3.87,0.01,0.08,0.01,0.0,2.18,3.65,285.77,7.92,1559.58,1326.85,36.16,112.84,32.15,34.34,180.57,17.82,5.1,188.0,312.17,250.07,270.34,27.32,38.08,0.0,1468.81,382.82,2922.58
2021-12-17,7.04,3.53,3.51,4.2,0.45,3.75,7.8,5.69,0.01,0.08,0.01,0.0,3.08,3.17,316.69,7.02,1511.7,1321.55,23.61,113.35,29.18,33.1,134.14,22.92,5.15,185.8,337.15,228.97,270.03,29.5,39.27,0.0,1428.56,337.84,2856.86
2021-12-18,6.63,3.78,2.85,3.41,-0.05,3.46,7.8,3.91,0.07,0.69,0.07,0.0,2.14,5.09,297.83,9.32,1371.05,1032.95,18.88,112.69,26.29,87.58,237.07,13.46,5.13,180.01,295.85,178.44,214.24,17.2,37.13,1.0,1405.09,482.22,2422.88
2021-12-19,6.53,2.98,3.55,1.46,-1.65,3.12,7.79,3.54,0.14,1.38,0.11,0.0,1.98,7.29,309.55,12.4,1308.26,677.56,52.13,110.21,25.85,110.3,505.94,14.46,4.9,165.94,282.18,113.83,135.78,8.7,35.67,1.0,1513.76,771.66,2037.95
2021-12-20,4.58,0.41,4.17,0.65,-3.43,4.07,7.79,5.93,0.08,0.54,0.01,0.04,3.44,3.73,349.39,8.27,1486.79,1263.15,19.59,112.92,26.6,15.16,150.17,58.31,5.06,179.11,358.9,253.99,263.06,32.16,42.5,0.0,1497.94,368.21,2769.53
2021-12-21,2.35,-0.73,3.08,-1.22,-4.44,3.23,7.79,6.08,0.18,1.0,0.02,0.04,3.25,0.16,30.33,3.69,1487.33,1375.78,29.26,113.36,33.53,11.76,48.23,51.56,5.24,189.23,364.89,295.81,305.77,34.1,42.85,0.0,1496.33,263.69,2892.36
2021-12-22,1.58,-1.85,3.43,-2.95,-6.08,3.13,7.79,5.87,0.35,1.69,0.09,0.11,3.15,2.8,190.9,6.6,1500.26,1282.72,32.32,112.58,29.0,37.21,124.54,55.79,5.24,189.1,354.04,287.55,282.48,31.43,40.08,0.0,1549.04,364.36,2815.3
2021-12-23,4.68,-1.28,5.96,-0.07,-5.73,5.67,7.79,3.71,3.12,6.77,1.79,0.91,1.44,5.74,209.76,13.13,1452.73,1025.64,30.42,113.3,25.24,66.58,340.99,19.51,5.03,185.42,358.88,238.71,168.92,26.48,38.17,0.0,1587.24,570.65,2508.79
2021-12-24,6.86,0.93,5.92,2.62,-3.92,6.53,7.8,0.99,8.02,13.08,7.1,0.53,0.61,5.27,293.82,15.25,1252.72,728.88,45.73,112.18,24.92,54.79,460.89,8.16,4.2,169.46,317.56,125.42,109.1,14.7,35.07,0.0,1436.46,665.15,2027.32
2021-12-25,2.74,-2.37,5.11,-1.05,-6.99,5.94,7.8,4.4,3.43,6.15,2.7,0.44,2.33,1.45,79.0,9.62,1159.43,935.73,20.53,112.25,26.04,31.66,170.98,21.06,4.25,180.74,313.91,151.74,115.29,27.84,35.27,1.0,1191.02,366.23,2115.7
2021-12-26,0.92,-2.78,3.7,-3.36,-7.63,4.26,7.81,4.17,1.81,3.38,1.71,0.06,2.35,3.34,128.15,9.62,1189.72,821.71,34.65,111.74,28.16,91.95,251.81,24.25,4.13,176.98,333.97,141.24,119.12,18.25,35.18,1.0,1336.77,512.03,2046.08
2021-12-27,3.74,-0.59,4.33,-0.3,-5.62,5.33,7.82,3.49,1.05,3.38,1.02,0.01,1.8,5.5,138.19,11.79,1344.78,904.71,36.63,111.6,29.25,98.7,318.38,23.0,4.38,179.07,340.08,132.32,125.41,32.56,36.15,0.0,1430.9,585.3,2286.12
2021-12-28,6.81,2.48,4.33,2.71,-2.07,4.78,7.83,2.01,7.72,9.77,6.96,0.0,1.02,6.5,174.21,14.78,1344.46,793.55,42.6,109.92,29.79,80.78,455.14,15.0,4.22,175.56,316.8,116.14,103.85,24.73,34.79,0.0,1466.72,694.84,2180.61
2021-12-29,8.1,4.74,3.36,4.94,0.7,4.23,7.84,2.17,4.92,8.77,4.83,0.0,1.07,6.03,227.96,14.02,1263.55,903.57,31.32,110.93,33.2,43.98,300.79,15.21,4.58,181.02,346.16,158.58,113.61,34.55,36.34,0.0,1378.95,508.69,2198.45
