date,temperature_2m_max,temperature_2m_min,temp_diff_2m,apparent_temperature_max,apparent_temperature_min,apparent_temp_diff,daylight_duration,sunshine_duration,precipitation_sum,precipitation_hours,rain_sum,snowfall_sum,shortwave_radiation_sum,wind_speed_10m,wind_direction_10m,wind_gusts_10m_max,total_grid_load,residual_load,pumped_storage_x,biomass_energy,hydropower,offshore_wind,onshore_wind,solar_pv,other_renewables,nuclear_energy,lignite,hard_coal,natural_gas,pumped_storage_y,other_conventional,weekend,total_energy_production,total_renewable_production,total_energy_consumption
2023-03-11,4.75,-0.12,4.87,-0.09,-5.21,5.13,11.55,8.08,1.24,4.38,0.13,0.28,10.1,7.26,298.82,15.44,1228.06,645.89,47.05,110.97,30.6,79.7,383.54,118.94,4.6,70.1,199.06,120.97,135.98,39.57,32.28,1.0,1326.31,728.34,1921.0
2023-03-12,7.5,-0.46,7.97,3.97,-4.83,8.8,11.62,2.54,0.91,5.0,0.42,0.03,5.33,5.18,221.87,11.73,1139.68,577.7,40.63,111.16,27.26,87.89,391.11,82.98,4.11,69.83,144.06,75.9,120.53,23.6,34.39,1.0,1172.81,704.5,1758.01
2023-03-13,15.26,6.07,9.19,11.49,2.3,9.2,11.69,4.65,5.02,7.46,2.97,0.0,6.73,7.8,215.32,16.5,1405.79,359.97,71.53,108.94,26.9,106.35,836.95,102.52,3.57,68.75,117.83,101.28,97.15,37.58,32.19,0.0,1640.0,1185.22,1837.29
2023-03-14,11.31,3.1,8.22,7.3,-1.65,8.95,11.75,2.3,5.29,8.69,3.42,0.0,5.41,7.9,254.53,18.02,1421.88,493.39,49.96,109.4,34.23,86.82,758.08,83.59,3.96,69.02,155.96,132.31,110.77,36.59,32.6,0.0,1613.32,1076.08,1965.24
2023-03-15,6.33,0.89,5.45,1.62,-3.44,5.06,11.82,8.91,1.32,4.54,0.22,0.09,11.02,6.05,271.37,12.25,1420.33,857.24,41.79,111.24,38.26,108.02,307.33,147.74,4.46,69.49,276.41,134.81,179.25,42.54,33.24,0.0,1452.79,717.05,2319.37
2023-03-16,8.98,-0.26,9.25,4.35,-4.57,8.92,11.89,7.36,0.64,1.23,0.64,0.0,10.96,4.2,167.18,10.78,1396.94,649.26,46.36,108.57,31.79,117.74,420.5,209.45,4.28,69.28,242.71,97.95,147.98,23.04,33.43,0.0,1506.7,892.31,2092.56
2023-03-17,14.3,3.52,10.77,10.92,-0.81,11.72,11.95,7.32,0.38,1.31,0.34,0.0,11.21,4.81,158.9,9.85,1368.88,709.02,26.64,108.76,31.42,86.49,393.95,179.43,4.03,68.75,235.65,107.46,103.9,41.0,33.7,0.0,1394.53,804.08,2104.54
2023-03-18,15.24,6.49,8.75,12.95,3.66,9.29,12.02,7.91,1.0,1.85,0.91,0.0,11.1,3.47,187.95,8.05,1129.01,733.82,39.99,111.12,29.62,23.95,183.4,187.84,3.68,68.4,234.15,75.29,92.87,26.18,33.29,1.0,1069.8,539.61,1902.82
2023-03-19,14.19,6.27,7.92,11.9,3.98,7.92,12.08,5.07,2.13,3.54,1.88,0.0,8.75,3.22,207.77,8.45,1046.71,750.82,40.29,110.8,29.33,49.07,118.25,128.56,3.68,68.33,258.75,82.56,108.24,24.62,32.61,1.0,1014.81,439.7,1837.82
2023-03-20,10.79,6.82,3.98,8.5,4.08,4.42,12.15,1.86,0.52,2.46,0.48,0.0,5.61,4.4,253.6,9.15,1312.9,964.99,21.3,109.02,34.46,52.53,209.21,86.16,3.9,68.31,318.71,125.89,203.34,35.79,32.79,0.0,1280.12,495.3,2299.19
2023-03-21,12.13,6.59,5.54,9.62,4.18,5.44,12.22,2.22,1.76,4.23,1.72,0.0,5.84,3.92,205.39,8.25,1343.21,928.98,18.24,108.06,33.82,97.34,192.07,124.83,3.85,68.15,318.0,128.56,197.48,21.74,33.15,0.0,1327.04,559.96,2290.42
2023-03-22,14.66,7.37,7.28,11.12,4.42,6.7,12.28,5.07,1.02,2.54,1.0,0.0,9.48,6.0,213.59,11.84,1358.62,522.93,50.12,108.74,31.41,115.48,542.54,177.67,3.36,67.81,162.03,118.71,108.7,36.62,32.12,0.0,1505.19,979.21,1931.68
2023-03-23,14.4,9.57,4.83,10.92,6.51,4.42,12.35,3.25,3.43,6.08,3.24,0.0,7.51,6.29,218.37,12.72,1370.89,560.06,54.24,105.84,30.64,103.28,614.93,92.62,3.37,67.56,145.06,114.17,104.4,51.04,32.43,0.0,1465.32,950.67,1985.19
2023-03-24,13.99,8.88,5.12,10.36,5.22,5.14,12.42,5.45,4.16,7.92,3.78,0.0,8.8,7.22,224.1,15.05,1345.34,475.55,51.47,104.79,31.12,97.33,674.81,97.65,3.21,67.52,132.19,107.83,96.29,39.19,32.44,0.0,1484.35,1008.9,1872.36
2023-03-25,10.83,7.22,3.62,6.33,2.91,3.42,12.48,4.26,4.76,10.62,3.76,0.0,7.85,7.23,239.72,16.04,1156.5,210.76,71.02,106.18,33.53,114.3,690.19,141.25,3.08,67.83,99.46,66.62,71.92,18.0,32.16,1.0,1444.53,1088.53,1438.28
2023-03-26,9.56,4.79,4.77,6.08,0.24,5.83,12.55,5.41,4.16,5.92,3.96,0.0,9.29,4.6,280.03,12.63,1050.6,494.99,35.81,102.63,28.41,93.63,356.08,105.9,3.04,65.13,111.64,48.64,71.18,26.52,31.21,1.0,1044.0,689.68,1581.4
2023-03-27,5.96,1.35,4.6,1.35,-3.26,4.61,12.62,9.08,2.56,6.31,1.69,0.1,11.9,6.79,312.63,14.47,1344.76,560.87,55.51,107.47,33.37,110.73,492.66,180.49,3.92,68.07,161.74,119.4,104.47,42.56,33.93,0.0,1458.81,928.64,1961.14
2023-03-28,7.31,0.4,6.91,2.99,-4.21,7.21,12.68,9.8,0.92,1.85,0.62,0.13,14.27,4.66,271.4,11.39,1380.6,816.36,48.77,107.37,33.63,80.03,278.14,206.06,4.16,68.08,229.46,152.33,137.63,46.91,33.01,0.0,1376.81,709.4,2245.73
2023-03-29,11.88,3.4,8.48,8.98,-0.44,9.41,12.75,3.16,0.92,2.62,0.65,0.1,8.28,4.48,198.0,9.31,1364.79,928.74,26.23,109.52,33.16,83.0,233.18,119.88,3.74,67.62,280.97,110.9,161.36,44.24,32.49,0.0,1280.06,582.47,2319.76
2023-03-30,14.33,8.61,5.72,11.43,5.72,5.71,12.82,3.2,6.07,8.77,5.27,0.0,6.87,6.6,220.2,14.22,1370.2,515.54,57.18,109.94,35.09,129.51,621.56,103.59,3.3,66.95,182.89,73.99,100.23,31.61,32.06,0.0,1490.72,1003.0,1942.92
2023-03-31,12.43,7.97,4.46,9.73,4.56,5.18,12.88,1.68,6.99,10.54,6.31,0.0,6.34,4.81,197.48,12.81,1333.92,751.05,35.44,111.2,42.64,55.7,420.3,106.87,3.69,67.06,197.12,60.47,111.28,45.31,32.15,0.0,1253.79,740.4,2120.41
2023-04-01,9.69,6.07,3.63,6.51,1.18,5.33,12.95,0.96,4.46,9.46,4.21,0.0,5.25,1.35,98.3,14.66,1201.87,418.53,67.5,108.74,38.16,132.01,570.53,80.79,3.07,67.12,135.27,57.32,64.66,32.71,30.3,1.0,1320.68,933.32,1687.9
2023-04-02,8.14,3.18,4.96,4.41,-1.31,5.73,13.02,5.25,1.38,3.85,1.31,0.0,10.65,4.42,42.54,11.05,1113.52,460.14,47.79,108.37,33.86,94.8,440.88,117.7,3.22,66.97,160.46,58.16,76.23,24.45,28.93,1.0,1214.02,798.82,1621.44
2023-04-03,6.52,0.54,5.98,2.17,-3.6,5.76,13.08,10.79,0.0,0.0,0.0,0.0,16.58,4.81,51.28,9.93,1318.69,811.37,50.34,110.06,35.5,22.02,270.3,215.01,3.73,66.77,257.72,145.44,150.6,33.41,30.23,0.0,1340.79,656.6,2180.41
2023-04-04,6.99,-0.87,7.86,2.97,-4.5,7.47,13.15,11.12,0.0,0.0,0.0,0.0,17.29,2.57,33.57,7.58,1327.8,974.84,43.75,109.91,35.41,6.94,84.93,261.1,3.93,66.65,276.05,211.36,173.08,40.08,30.35,0.0,1299.79,502.22,2346.39
2023-04-05,7.98,-0.67,8.65,4.55,-3.9,8.45,13.21,10.62,0.02,0.15,0.01,0.01,17.32,1.32,108.14,5.66,1318.52,1011.85,43.7,111.64,32.43,8.85,34.67,263.15,3.9,66.12,292.91,207.15,182.14,44.04,30.94,0.0,1277.97,454.65,2374.06
2023-04-06,11.03,-0.24,11.27,7.21,-4.04,11.26,13.28,10.48,0.45,0.85,0.45,0.0,17.5,3.76,152.42,9.04,1301.01,809.9,42.39,110.5,31.7,64.16,156.68,270.26,3.71,65.8,287.71,138.22,147.28,36.5,31.0,0.0,1343.54,637.02,2153.3
2023-04-07,10.1,3.35,6.75,6.61,-0.16,6.77,13.35,5.83,1.62,4.08,1.57,0.0,12.12,2.76,75.82,8.86,1087.62,612.71,36.84,109.76,29.36,90.63,207.28,177.0,3.93,65.32,265.37,75.94,120.01,24.79,25.92,0.0,1195.3,617.96,1737.16
2023-04-08,8.78,4.12,4.66,6.06,1.0,5.06,13.41,3.25,0.45,1.15,0.45,0.0,8.59,3.59,42.85,7.98,1053.75,855.65,15.13,110.01,32.11,23.92,83.46,90.72,3.54,64.93,267.57,62.05,127.16,37.85,31.22,1.0,934.55,343.76,1924.54
2023-04-09,11.74,4.29,7.45,8.88,1.73,7.14,13.47,9.5,0.03,0.23,0.02,0.0,14.79,2.91,101.94,7.22,931.49,626.38,50.06,109.14,30.76,24.46,61.75,218.9,3.43,64.77,190.53,49.24,89.95,33.72,31.69,1.0,908.34,448.44,1607.93
2023-04-10,15.2,3.65,11.56,11.09,0.32,10.77,13.54,9.47,1.4,1.77,1.38,0.0,16.82,5.62,152.59,11.69,992.81,218.58,64.96,108.06,27.35,122.12,393.5,258.63,3.17,64.18,106.67,43.03,78.25,14.17,30.67,0.0,1249.78,912.82,1276.35
2023-04-11,11.63,5.89,5.74,7.75,2.79,4.95,13.6,6.69,4.25,7.23,3.82,0.0,11.74,6.27,243.12,14.71,1259.22,477.07,52.09,108.56,28.18,97.23,511.04,173.89,3.46,63.97,134.42,69.86,103.82,64.92,31.09,0.0,1390.44,922.35,1788.39
2023-04-12,11.52,4.37,7.15,8.62,0.63,7.99,13.67,3.68,6.0,8.85,5.76,0.0,9.65,5.93,165.49,12.59,1317.48,711.0,42.15,109.01,30.75,53.83,424.48,128.16,3.64,63.49,207.53,81.46,110.24,35.72,31.85,0.0,1280.16,749.88,2070.63
2023-04-13,10.98,5.25,5.74,7.62,1.83,5.79,13.73,7.79,2.45,5.0,2.09,0.0,12.47,5.16,203.8,11.77,1302.64,673.89,61.87,108.63,34.37,99.06,370.73,158.96,3.73,63.05,227.94,92.78,114.9,33.45,31.54,0.0,1339.16,775.48,2038.4
2023-04-14,10.92,4.11,6.81,8.36,1.34,7.02,13.8,6.42,3.17,5.38,3.12,0.0,12.71,1.55,48.63,8.4,1272.06,952.9,21.48,109.51,35.0,49.31,98.9,170.94,3.96,62.7,274.71,144.44,149.85,34.87,31.45,0.0,1165.66,467.63,2246.44
2023-04-15,10.13,5.3,4.83,7.2,2.03,5.17,13.86,2.45,3.6,6.23,3.6,0.0,8.09,3.48,355.95,10.28,1133.33,711.61,35.81,108.9,33.88,87.2,245.77,88.75,3.86,56.26,226.72,62.53,99.09,14.12,30.76,1.0,1057.85,568.36,1880.74
2023-04-16,10.44,6.61,3.83,8.09,3.79,4.3,13.93,3.7,2.28,5.31,2.13,0.0,8.93,3.32,357.52,8.17,1046.42,778.0,26.07,105.82,34.8,20.77,158.32,89.34,3.69,0.0,242.18,73.68,103.11,22.51,30.4,1.0,884.62,412.73,1850.49
2023-04-17,11.78,6.5,5.28,8.91,3.98,4.94,13.99,8.15,1.13,2.31,0.95,0.0,14.06,4.34,27.61,9.55,1287.07,903.11,26.47,104.94,38.26,22.51,195.67,165.78,4.01,0.0,264.52,122.77,157.81,43.55,30.62,0.0,1150.45,531.18,2216.64
2023-04-18,11.48,5.68,5.8,8.45,2.43,6.02,14.06,7.56,0.15,0.38,0.14,0.0,13.25,5.19,52.69,10.34,1319.95,749.22,35.71,104.24,35.62,58.01,368.0,144.72,3.98,0.0,270.15,127.58,120.14,33.64,30.37,0.0,1296.44,714.56,2104.88
2023-04-19,11.52,5.46,6.06,7.57,1.82,5.75,14.12,8.76,2.19,2.62,2.14,0.0,16.92,6.47,39.88,13.28,1326.0,591.23,57.09,103.37,33.87,55.01,476.63,203.12,3.93,0.0,202.03,139.38,107.56,29.86,33.8,0.0,1388.58,875.94,1974.32
2023-04-20,10.74,4.97,5.77,7.3,0.97,6.33,14.18,6.02,1.77,4.23,1.64,0.0,12.22,5.79,70.22,11.78,1335.94,756.57,28.5,104.63,36.77,79.29,363.26,136.81,3.92,0.0,220.28,147.25,135.59,43.21,29.76,0.0,1300.77,724.68,2121.01
2023-04-21,17.17,6.37,10.8,13.68,3.33,10.35,14.25,11.99,0.25,0.69,0.13,0.0,20.92,5.33,94.03,11.75,1272.64,501.26,59.07,103.25,35.54,67.47,427.26,276.64,3.41,0.0,191.94,115.1,122.83,40.09,31.35,0.0,1414.9,913.59,1832.97
2023-04-22,19.65,7.93,11.72,17.41,5.37,12.04,14.31,10.29,0.87,1.15,0.84,0.0,18.8,4.43,148.29,10.61,1071.36,423.56,41.55,103.81,33.47,52.69,331.88,263.23,3.39,0.0,176.36,71.88,98.1,34.23,28.07,1.0,1197.1,788.46,1536.47
2023-04-23,16.62,9.7,6.92,14.62,7.49,7.13,14.37,7.62,5.36,4.92,5.17,0.0,14.54,4.26,208.6,10.98,988.78,547.03,53.09,103.16,33.08,38.73,204.0,199.02,3.2,0.0,180.35,32.36,81.53,22.32,27.23,1.0,924.98,581.19,1588.9
2023-04-24,12.65,7.73,4.93,10.08,4.02,6.06,14.44,4.69,4.02,5.31,3.88,0.0,10.42,5.07,245.67,14.02,1283.61,520.19,44.66,103.28,38.46,61.66,549.64,152.12,3.21,0.0,208.97,77.5,100.65,32.8,27.51,0.0,1355.81,908.37,1848.46
2023-04-25,9.69,5.26,4.43,5.26,1.22,4.05,14.5,8.0,2.09,3.54,1.88,0.0,13.15,6.05,284.17,13.29,1328.2,675.41,48.65,102.36,36.94,75.99,418.71,158.09,3.59,0.0,218.13,147.7,149.46,31.33,28.45,0.0,1370.76,795.68,2052.26
2023-04-26,10.03,3.13,6.9,5.75,-0.64,6.39,14.56,11.21,0.1,0.46,0.08,0.0,17.16,5.02,288.02,10.64,1313.41,752.59,38.67,103.06,37.2,76.72,259.55,224.55,3.48,0.0,250.96,127.74,146.76,37.1,27.9,0.0,1295.01,704.56,2104.68
2023-04-27,12.55,3.45,9.11,9.7,0.18,9.51,14.62,11.85,0.02,0.08,0.02,0.0,20.15,2.79,290.16,7.91,1294.07,900.38,36.36,103.8,39.23,40.38,93.42,259.89,3.59,0.0,272.92,76.25,151.56,33.23,25.17,0.0,1099.45,540.32,2230.81
2023-04-28,13.71,6.13,7.58,11.82,3.17,8.65,14.68,3.45,6.3,6.85,5.75,0.0,9.84,3.05,139.02,9.75,1271.51,879.39,19.23,104.47,39.87,60.53,211.97,119.61,3.74,0.0,297.39,51.5,125.65,34.69,29.32,0.0,1078.75,540.21,2170.13
2023-04-29,14.01,8.3,5.71,11.67,6.07,5.6,14.74,7.67,0.59,1.54,0.52,0.0,14.83,4.89,326.99,10.55,1097.92,672.42,38.52,103.96,47.32,33.54,231.49,160.46,3.31,0.0,243.14,40.74,96.4,27.2,26.58,1.0,1014.14,580.08,1808.86
2023-04-30,14.75,6.02,8.73,12.06,3.35,8.71,14.8,12.4,0.0,0.0,0.0,0.0,21.24,1.52,26.93,7.81,976.0,563.8,57.97,103.44,46.73,15.04,103.11,294.06,3.3,0.0,173.3,50.62,79.31,35.96,27.65,1.0,932.51,565.67,1597.77
2023-05-01,16.6,6.05,10.55,14.44,3.28,11.16,14.86,8.46,1.28,2.0,1.21,0.0,17.78,2.91,205.53,8.78,988.47,606.12,50.81,103.6,45.62,32.41,125.99,223.95,3.18,0.0,177.16,46.78,76.89,23.21,28.54,0.0,887.34,534.76,1645.39
2023-05-02,13.06,7.61,5.45,10.51,4.55,5.96,14.92,9.47,0.32,1.23,0.17,0.0,16.46,4.69,313.04,10.82,1267.55,756.36,44.88,104.31,49.46,62.29,261.36,187.54,3.25,0.0,230.62,47.22,112.54,42.1,29.63,0.0,1130.31,668.21,2068.8
2023-05-03,14.35,4.87,9.48,11.85,2.2,9.65,14.97,12.28,0.0,0.0,0.0,0.0,21.23,2.0,18.31,7.0,1276.63,855.81,37.81,104.34,50.08,11.63,98.38,310.8,3.4,0.0,234.75,46.07,134.5,35.11,29.83,0.0,1058.89,578.63,2170.25
2023-05-04,18.13,4.68,13.44,15.56,1.73,13.83,15.03,11.57,0.0,0.0,0.0,0.0,22.14,4.52,89.43,9.43,1281.13,723.58,40.91,104.17,49.01,49.79,187.47,320.29,3.35,0.0,216.86,40.37,118.84,34.83,30.08,0.0,1155.06,714.08,2045.63
2023-05-05,18.32,8.24,10.07,16.26,5.02,11.25,15.09,8.19,4.92,3.54,4.76,0.0,16.53,3.48,102.91,13.15,1306.48,645.74,32.97,103.76,47.23,80.9,343.65,236.18,3.15,0.0,207.78,69.31,135.51,36.11,29.44,0.0,1293.02,814.87,1985.19
2023-05-06,16.05,9.52,6.53,14.29,7.19,7.11,15.15,7.59,2.59,2.38,2.56,0.0,15.14,2.55,74.01,9.64,1114.85,661.49,39.0,104.04,48.51,81.04,162.0,210.32,3.31,0.0,213.14,43.8,91.41,28.82,31.35,1.0,1017.75,609.22,1815.34
2023-05-07,16.69,9.4,7.29,14.55,7.05,7.5,15.2,8.19,1.58,1.62,1.48,0.0,16.83,4.53,102.41,10.22,1030.84,411.72,59.97,103.35,48.51,107.44,284.11,227.58,3.12,0.0,163.54,47.14,90.02,12.41,30.69,1.0,1117.92,774.11,1502.53
2023-05-08,17.43,8.95,8.48,15.61,6.62,8.99,15.26,9.84,1.55,2.23,1.44,0.0,19.37,4.13,122.47,8.99,1278.36,715.39,26.8,103.44,52.51,53.51,273.22,236.24,3.27,0.0,201.51,82.88,128.35,39.68,29.38,0.0,1204.0,722.2,2020.54
2023-05-09,19.04,9.48,9.56,16.56,6.99,9.57,15.32,9.65,5.11,3.92,5.05,0.0,19.39,4.77,143.94,10.95,1313.24,643.76,41.86,102.98,52.64,37.49,360.68,271.31,3.16,0.0,185.79,117.44,125.01,30.52,26.87,0.0,1313.89,828.26,1998.86
2023-05-10,16.05,10.78,5.27,14.38,8.46,5.92,15.37,4.49,6.05,8.0,5.7,0.0,12.73,2.68,199.89,9.75,1321.93,910.23,36.3,103.33,55.69,31.69,212.58,167.42,3.17,0.0,252.35,106.76,129.11,32.86,26.92,0.0,1121.89,573.89,2268.46
2023-05-11,15.15,10.15,5.0,13.78,8.68,5.1,15.43,3.87,5.22,7.85,5.05,0.0,11.19,1.16,86.99,8.43,1309.41,1048.94,15.29,104.58,51.29,29.46,89.37,141.64,3.23,0.0,292.96,109.77,159.06,33.99,27.17,0.0,1042.52,419.57,2373.64
2023-05-12,17.52,10.43,7.08,15.66,8.77,6.9,15.48,8.58,1.13,2.31,1.08,0.0,17.6,4.65,66.25,10.42,1279.02,791.83,27.15,105.27,53.92,50.92,230.33,205.94,3.19,0.0,256.89,53.28,122.13,32.78,27.31,0.0,1141.98,649.57,2098.0
2023-05-13,18.26,9.11,9.15,16.22,7.29,8.93,15.53,10.86,0.29,0.15,0.29,0.0,20.22,3.86,64.85,10.72,1074.89,603.12,45.23,105.3,52.47,36.93,197.13,237.71,3.06,0.0,140.4,50.94,82.79,32.74,27.88,1.0,967.35,632.6,1723.25
2023-05-14,17.98,8.5,9.48,16.33,6.76,9.57,15.58,10.16,0.72,1.23,0.7,0.0,18.38,3.18,56.37,9.27,983.07,652.62,51.4,104.66,52.36,15.38,82.39,232.68,3.09,0.0,144.63,55.26,90.28,22.96,28.38,1.0,832.08,490.56,1687.1
2023-05-15,17.43,9.44,7.99,15.78,7.3,8.48,15.63,8.93,4.48,2.31,4.3,0.0,17.19,3.7,328.22,11.55,1243.5,805.92,21.95,105.24,54.17,48.2,152.55,236.83,3.22,0.0,187.03,48.42,154.97,41.06,29.4,0.0,1061.08,600.2,2071.37
2023-05-16,13.43,8.64,4.79,10.39,5.29,5.1,15.68,7.04,3.83,4.08,3.46,0.0,14.37,5.47,310.14,12.99,1303.8,591.28,41.89,104.13,51.08,90.73,451.91,169.88,3.37,0.0,160.18,54.0,150.69,27.25,29.46,0.0,1292.68,871.1,1936.98
2023-05-17,13.08,6.51,6.57,9.53,2.97,6.57,15.73,11.39,0.15,0.54,0.15,0.0,20.03,4.94,321.87,11.74,1293.04,633.94,58.08,103.81,48.99,70.65,329.35,259.1,3.3,0.0,169.31,52.04,132.55,44.76,27.28,0.0,1241.14,815.21,1985.05
2023-05-18,14.67,5.41,9.26,12.01,2.89,9.11,15.78,12.15,0.0,0.0,0.0,0.0,22.15,3.46,35.4,8.82,997.88,557.66,47.81,104.98,48.84,5.51,131.75,302.95,3.34,0.0,140.23,44.04,92.64,32.49,29.45,0.0,936.21,597.37,1603.36
2023-05-19,16.86,7.72,9.14,14.5,5.63,8.87,15.83,11.11,0.01,0.08,0.0,0.0,20.8,4.73,61.05,10.0,1100.95,592.83,40.66,105.3,49.57,29.43,217.17,261.51,3.07,0.0,131.1,37.31,97.26,40.72,29.29,0.0,1001.73,666.05,1734.44
2023-05-20,18.47,10.65,7.82,16.35,8.5,7.86,15.87,10.1,0.0,0.0,0.0,0.0,19.03,5.38,62.29,11.34,1043.0,405.57,55.53,103.96,49.02,69.19,323.97,244.27,2.57,0.0,105.19,29.75,64.99,35.59,28.69,1.0,1057.2,792.99,1504.1
2023-05-21,22.87,12.12,10.75,21.76,10.62,11.14,15.92,12.24,0.34,0.15,0.32,0.0,21.89,4.04,65.57,9.75,991.27,409.06,54.64,102.34,47.65,63.52,241.91,276.78,2.49,0.0,113.89,44.96,63.07,20.74,29.32,1.0,1006.66,734.69,1454.98
2023-05-22,23.43,13.39,10.03,23.22,12.34,10.88,15.96,10.86,1.75,1.92,1.62,0.0,21.78,3.14,50.77,10.18,1246.06,686.34,32.61,102.04,52.02,65.13,205.15,289.45,2.53,0.0,172.7,43.69,125.54,47.59,29.29,0.0,1135.12,716.31,1965.02
2023-05-23,17.57,10.89,6.68,16.6,8.15,8.45,16.01,7.9,0.75,1.23,0.7,0.0,14.97,6.21,316.94,12.98,1285.16,599.26,33.86,98.36,50.56,91.65,429.77,164.47,2.6,0.0,179.35,43.87,117.14,21.96,29.02,0.0,1228.76,837.42,1918.29
2023-05-24,15.01,8.94,6.07,12.9,6.29,6.61,16.05,9.44,0.14,0.54,0.14,0.0,17.38,4.09,323.18,9.36,1259.6,841.29,27.09,99.94,56.21,60.87,149.35,208.09,2.67,0.0,204.3,39.66,172.83,30.78,29.52,0.0,1054.22,577.14,2127.98
2023-05-25,18.07,8.4,9.67,16.11,6.02,10.09,16.09,13.44,0.0,0.0,0.0,0.0,23.96,3.65,347.57,9.73,1254.31,702.09,34.06,100.27,51.7,67.94,178.94,305.35,2.98,0.0,172.34,37.91,132.62,22.98,30.79,0.0,1103.82,707.18,1990.46
2023-05-26,18.54,8.77,9.77,16.35,6.44,9.91,16.13,14.16,0.0,0.0,0.0,0.0,24.84,4.42,351.49,9.83,1227.69,610.05,45.52,102.1,53.86,53.3,223.33,341.01,3.01,0.0,113.52,37.68,114.49,38.02,33.02,0.0,1113.34,776.6,1883.26
2023-05-27,20.2,8.18,12.02,18.98,6.21,12.76,16.17,14.44,0.0,0.0,0.0,0.0,27.39,3.15,37.93,8.1,998.36,520.31,46.88,103.91,52.92,6.4,112.71,358.94,3.02,0.0,94.9,32.98,97.32,37.19,35.26,1.0,935.54,637.9,1565.55
2023-05-28,21.49,8.67,12.82,20.12,6.83,13.29,16.21,14.46,0.0,0.0,0.0,0.0,27.16,3.56,21.88,8.78,901.43,416.82,54.64,101.68,49.21,23.06,119.36,342.19,2.91,0.0,86.82,43.86,58.67,30.99,35.11,1.0,893.86,638.42,1372.88
2023-05-29,20.24,9.37,10.87,18.39,7.29,11.1,16.25,14.05,0.0,0.0,0.0,0.0,26.08,4.06,1.74,9.94,925.96,315.81,55.09,101.07,47.41,64.48,206.04,339.63,2.89,0.0,83.99,34.46,58.95,15.83,33.35,0.0,988.11,761.52,1296.86
2023-05-30,19.45,9.82,9.63,17.83,7.49,10.34,16.28,12.36,0.24,0.08,0.24,0.0,23.04,4.37,12.3,9.19,1181.0,652.05,24.91,101.83,51.82,35.83,167.25,325.87,2.89,0.0,107.56,36.2,137.04,43.5,26.76,0.0,1036.55,685.49,1857.96
2023-05-31,22.28,9.71,12.57,20.58,7.69,12.89,16.32,13.98,0.0,0.0,0.0,0.0,26.77,2.95,7.72,10.33,1239.29,623.68,35.17,101.04,53.67,53.73,198.06,363.81,2.81,0.0,115.08,30.64,131.45,31.24,26.03,0.0,1107.57,773.13,1898.15
2023-06-01,19.93,10.57,9.36,18.41,8.18,10.24,16.35,11.49,0.0,0.0,0.0,0.0,23.01,4.93,326.39,10.79,1263.24,621.22,34.13,101.06,54.48,75.27,248.35,318.4,2.77,0.0,104.0,52.4,146.0,30.08,24.78,0.0,1157.59,800.33,1918.59
2023-06-02,19.21,10.04,9.17,17.46,7.58,9.87,16.38,13.16,0.0,0.0,0.0,0.0,24.2,4.73,29.53,10.51,1222.32,655.21,31.76,101.9,54.95,46.72,200.2,320.18,2.83,0.0,105.97,29.85,114.83,33.38,22.7,0.0,1033.52,726.79,1909.29
2023-06-03,20.36,9.14,11.22,18.55,6.9,11.65,16.41,14.71,0.0,0.0,0.0,0.0,28.44,3.32,61.12,9.12,1020.61,452.4,44.42,100.76,50.85,7.18,194.08,366.95,2.62,0.0,101.38,26.29,80.4,28.73,21.84,1.0,981.07,722.43,1517.43
2023-06-04,21.41,8.93,12.48,20.2,6.96,13.24,16.44,14.05,0.0,0.0,0.0,0.0,26.95,2.44,24.56,8.33,949.35,463.35,50.09,101.04,50.67,9.61,118.51,357.87,2.48,0.0,97.59,28.41,76.58,18.39,21.63,1.0,882.8,640.19,1462.79
2023-06-05,22.33,10.12,12.21,21.43,8.74,12.69,16.47,12.47,1.56,0.85,1.52,0.0,24.56,3.49,36.19,9.38,1197.74,743.08,36.4,100.9,53.82,3.91,123.64,327.11,2.42,0.0,123.25,38.97,165.35,40.97,21.71,0.0,1002.06,611.81,1977.22
2023-06-06,21.6,11.27,10.34,20.88,10.28,10.6,16.49,12.13,1.02,0.92,1.01,0.0,22.58,3.08,13.47,8.29,1237.25,846.36,31.58,100.68,57.85,21.6,103.04,266.25,2.49,0.0,146.68,55.73,186.43,36.02,23.64,0.0,1000.41,551.92,2115.19
2023-06-07,22.1,12.63,9.47,21.96,12.07,9.89,16.52,12.33,0.4,0.69,0.34,0.0,23.19,3.01,2.86,7.97,1229.5,844.87,34.05,100.65,53.47,24.52,77.2,282.91,2.49,0.0,181.34,69.24,185.02,33.47,21.76,0.0,1032.08,541.24,2108.43
2023-06-08,23.77,12.8,10.97,23.75,12.2,11.55,16.54,13.36,1.32,0.54,1.23,0.0,24.34,3.19,32.62,10.87,1072.81,634.8,33.89,100.32,52.72,38.56,110.91,288.54,2.47,0.0,137.02,35.62,139.5,26.5,21.84,0.0,953.99,593.5,1741.49
2023-06-09,25.01,12.65,12.36,24.08,11.71,12.37,16.56,14.1,0.55,0.46,0.52,0.0,25.61,5.0,55.82,10.91,1143.0,559.6,31.64,100.57,50.88,47.75,200.05,335.59,2.47,0.0,141.46,34.14,117.51,26.36,22.67,0.0,1079.45,737.31,1734.24
